asin,date,priceNew,priceUsed
B005G2S0A4,20130426,39.99,36.81
B005G2S0A4,20130426,39.99,22.95
B005G2S0A4,20130428,39.99,36.03
B005G2S0A4,20130429,39.99,
B005G2S0A4,20130429,39.99,36.03
B005G2S0A4,20130508,39.99,36.82
B005G2S0A4,20130509,29.99,36.82
B005G2S0A4,20130509,29.99,27.61
B005G2S0A4,20130612,32.35,27.61
B005G2S0A4,20130612,32.35,
B005G2S0A4,20130615,32.35,28.71
B005G2S0A4,20130619,32.35,27.08
B005G2S0A4,20130620,32.35,28.62
B005G2S0A4,20130624,32.35,27.02
B005G2S0A4,20130628,32.35,27.61
B005G2S0A4,20130721,32.35,
B005G2S0A4,20130721,29.99,27.61
B005G2S0A4,20130729,29.99,25.59
B005G2S0A4,20130803,29.99,27.02
B005G2S0A4,20130808,29.99,27.02
B005G2S0A4,20130808,,27.02
B005G2S0A4,20130908,,32.55
B005G2S0A4,20130911,,27.02
B005G2S0A4,20130914,,25.71
B005G2S0A4,20130922,,24.9
B005G2S0A4,20130929,,26.98
B005G2S0A4,20131003,,26.63
B005G2S0A4,20131005,,26.9
B005G2S0A4,20131007,,27.34
B005G2S0A4,20131020,39.99,
B005G2S0A4,20131020,39.99,27.34
B005G2S0A4,20131020,39.99,27.34
B005G2S0A4,20131021,39.99,
B005G2S0A4,20131021,,
B005G2S0A4,20131117,,29.33
B005G2S0A4,20131128,31.86,29.33
B005G2S0A4,20131204,31.86,
B005G2S0A4,20131204,31.86,29.33
B005G2S0A4,20131227,31.86,29.33
B005G2S0A4,20140204,39.99,35.78
B005G2S0A4,20140501,39.99,36.82
B005G2S0A4,20140514,39.99,
B005G2S0A4,20140514,39.99,36.82
B005G2S0A4,20140829,39.99,32.46
B005G2S0A4,20140901,39.99,25
B005G2S0A4,20140911,39.99,29.99
B005G2S0A4,20141013,39.99,36.82
B005G2S0A4,20141015,39.99,33.47
B005G2S0A4,20141208,29.99,33.47
B005G2S0A4,20141226,30,33.47
B005G2S0A4,20150206,39.99,33.47
B005G2S0A4,20150521,39.93,33.47
B005G2S0A4,20150522,37.3,33.47
B005G2S0A4,20150523,35.96,33.47
B005G2S0A4,20150524,34.69,33.47
B005G2S0A4,20150525,39.99,33.47
B005G2S0A4,20150608,39.99,33.47
B005LTNLDI,20121219,29.97,21.05
B005LTNLDI,20121219,29.97,20.94
B005LTNLDI,20121220,29.97,20.78
B005LTNLDI,20121220,29.97,20.88
B005LTNLDI,20121221,29.97,20.61
B005LTNLDI,20121221,29.97,20.71
B005LTNLDI,20121222,29.97,20.46
B005LTNLDI,20121222,29.97,20.53
B005LTNLDI,20121223,29.97,20.39
B005LTNLDI,20121223,29.97,20.28
B005LTNLDI,20121224,29.97,20.16
B005LTNLDI,20121224,29.97,20.05
B005LTNLDI,20121225,29.97,20
B005LTNLDI,20121230,29.97,19
B005LTNLDI,20130103,29.97,19.5
B005LTNLDI,20130104,29.97,20
B005LTNLDI,20130117,29.97,27.59
B005LTNLDI,20130124,29.97,26.11
B005LTNLDI,20130125,29.97,27.59
B005LTNLDI,20130203,29.97,26.11
B005LTNLDI,20130216,29.26,26.11
B005LTNLDI,20130221,29.26,25.49
B005LTNLDI,20130223,27.99,25.49
B005LTNLDI,20130223,28.25,25.49
B005LTNLDI,20130224,28.25,25.49
B005LTNLDI,20130228,28.25,24.61
B005LTNLDI,20130302,28.25,22.41
B005LTNLDI,20130304,28.25,22.4
B005LTNLDI,20130305,28.25,22.39
B005LTNLDI,20130307,28.25,22.38
B005LTNLDI,20130308,28.25,18.36
B005LTNLDI,20130308,27.99,22.38
B005LTNLDI,20130308,28.25,22.38
B005LTNLDI,20130309,28.25,24.61
B005LTNLDI,20130319,29.97,26.11
B005LTNLDI,20130319,29.97,24.61
B005LTNLDI,20130329,29.97,26.1
B005LTNLDI,20130403,29.97,26.1
B005LTNLDI,20130403,29.97,24.61
B005LTNLDI,20130426,28.25,24.61
B005LTNLDI,20130426,28.25,26.1
B005LTNLDI,20130427,28.25,24.46
B005LTNLDI,20130430,28.25,21.99
B005LTNLDI,20130506,29.97,21.99
B005LTNLDI,20130511,29.39,21.99
B005LTNLDI,20130525,29.39,21.71
B005LTNLDI,20130526,29.39,21.35
B005LTNLDI,20130530,29.39,21.36
B005LTNLDI,20130531,29.39,18.52
B005LTNLDI,20130602,29.39,19.57
B005LTNLDI,20130603,29.39,19.56
B005LTNLDI,20130604,29.39,19.55
B005LTNLDI,20130605,29.39,19.53
B005LTNLDI,20130608,29.39,21.99
B005LTNLDI,20130615,28.99,21.99
B005LTNLDI,20130628,28.76,21.99
B005LTNLDI,20130702,28.21,21.99
B005LTNLDI,20130725,28.21,20.99
B005LTNLDI,20130729,24.99,20.99
B005LTNLDI,20130730,24.99,18.89
B005LTNLDI,20130805,26.97,18.89
B005LTNLDI,20130808,26.97,21.87
B005LTNLDI,20130813,24.64,22.69
B005LTNLDI,20130813,24.64,21.87
B005LTNLDI,20130813,24.64,20.42
B005LTNLDI,20130816,24.64,18.89
B005LTNLDI,20130823,24.64,20.42
B005LTNLDI,20130827,28.99,20.42
B005LTNLDI,20130827,28.99,24.02
B005LTNLDI,20130831,26.97,22.35
B005LTNLDI,20130831,26.97,24.02
B005LTNLDI,20130923,28.99,13.49
B005LTNLDI,20130923,28.99,22.35
B005LTNLDI,20130924,28.99,18.89
B005LTNLDI,20131008,28.99,22.73
B005LTNLDI,20131122,26.09,20.22
B005LTNLDI,20131201,24.88,19.06
B005LTNLDI,20131227,28.99,18.75
B005LTNLDI,20140103,28.96,18.75
B005LTNLDI,20140108,28.99,18.75
B005LTNLDI,20140115,27.75,23.9
B005LTNLDI,20140125,27.75,25.55
B005LTNLDI,20140129,27.75,19.56
B005LTNLDI,20140207,28.61,19.56
B005LTNLDI,20140304,28.61,24.05
B005LTNLDI,20140316,28.6,24.63
B005LTNLDI,20140331,28.6,24.58
B005LTNLDI,20140417,27.86,24
B005LTNLDI,20140418,26.13,22.51
B005LTNLDI,20140429,28.6,22.59
B005LTNLDI,20140504,26.82,23.1
B005LTNLDI,20140510,25.78,22.2
B005LTNLDI,20140514,25.78,20.93
B005LTNLDI,20140516,26.3,23.22
B005LTNLDI,20140516,25.78,23.22
B005LTNLDI,20140517,26.3,21.35
B005LTNLDI,20140606,28.6,22.12
B005LTNLDI,20140611,28.6,24.63
B005LTNLDI,20140620,28.6,22.65
B005LTNLDI,20140626,26.3,22.79
B005LTNLDI,20140709,26.3,21.35
B005LTNLDI,20140710,26.3,22.65
B005LTNLDI,20140710,26.3,16.69
B005LTNLDI,20140721,28.99,16.69
B005LTNLDI,20141008,28.99,24.62
B005LTNLDI,20141031,28.99,25.22
B005LTNLDI,20141109,27.73,18.18
B005LTNLDI,20141109,28.99,18.18
B005LTNLDI,20141113,27.73,17.64
B005LTNLDI,20141125,26.88,17.64
B005LTNLDI,20141202,26.88,22.04
B005LTNLDI,20141204,26.88,23.39
B005LTNLDI,20141209,26.88,25.76
B005LTNLDI,20141209,26.88,23.39
B005LTNLDI,20141212,26.88,26.9
B005LTNLDI,20141217,28.99,23.54
B005LTNLDI,20141224,26.88,23.39
B005LTNLDI,20141226,26.88,28.69
B005LTNLDI,20150104,26.88,22.57
B005LTNLDI,20150107,26.88,23.39
B005LTNLDI,20150130,26.88,17
B005LTNLDI,20150204,29.96,21.71
B005LTNLDI,20150205,29.98,23.13
B005LTNLDI,20150205,29.98,22.5
B005LTNLDI,20150206,26.88,21.98
B005LTNLDI,20150217,29.39,27.33
B005LTNLDI,20150220,29.39,25.57
B005LTNLDI,20150225,29.39,27.33
B005LTNLDI,20150225,29.98,27.33
B005LTNLDI,20150302,29.39,27.33
B005LTNLDI,20150326,26.99,27.33
B005LTNLDI,20150330,26.99,25
B005LTNLDI,20150402,26.99,22.13
B005LTNLDI,20150409,26.99,18.99
B005LTNLDI,20150418,26.99,23.48
B005LTNLDI,20150510,26.99,22.95
B005LTNLDI,20150513,26.99,23.48
B005LTNLDI,20150517,26.99,20.48
B005LTNLDI,20150524,26.99,23.23
B005LTNLDI,20150524,26.99,22.31
B005LTNLDI,20150601,27.54,23.96
B005LTNLDI,20150603,27.54,23.29
B005LTNLDI,20150607,27.54,23.23
B005LTNLDI,20150608,27.54,23.23
B005MNC6PW,20121219,135.93,116.63
B005MNC6PW,20130317,135.93,116.63
B005MNC6PW,20130926,,116.63
B005MNC6PW,20130926,135.93,116.63
B005MNC6PW,20131205,,79.99
B005MNC6PW,20140120,129.99,79.87
B005MNC6PW,20140128,124,79.87
B005MNC6PW,20140627,139.99,57.59
B005MNC6PW,20150607,143.99,57.59
B005MNC6PW,20150608,143.99,57.59
B005NNF0YU,20121219,68.18,58.58
B005NNF0YU,20130105,68.18,64.42
B005NNF0YU,20130125,68.18,61.32
B005NNF0YU,20130130,68.18,59.3
B005NNF0YU,20130227,66.03,60
B005NNF0YU,20130303,66.03,59.49
B005NNF0YU,20130305,66.03,60
B005NNF0YU,20130306,69.93,60
B005NNF0YU,20130312,65.78,55
B005NNF0YU,20130328,65.78,54.99
B005NNF0YU,20130330,65.78,55
B005NNF0YU,20130403,67.17,55
B005NNF0YU,20130407,67.17,54.99
B005NNF0YU,20130422,67.17,49.99
B005NNF0YU,20130428,67.17,55
B005NNF0YU,20130506,65.78,55
B005NNF0YU,20130615,65.78,61.19
B005NNF0YU,20130624,65.78,62.09
B005NNF0YU,20130628,67.45,60.76
B005NNF0YU,20130711,69.97,63.03
B005NNF0YU,20130726,69.97,64.41
B005NNF0YU,20130730,69.97,63.03
B005NNF0YU,20130813,69.97,55
B005NNF0YU,20130907,69.97,63.03
B005NNF0YU,20130908,69.97,56.55
B005NNF0YU,20130916,69.97,50
B005NNF0YU,20130918,69.97,55.73
B005NNF0YU,20130926,69.97,60.38
B005NNF0YU,20131003,69.97,58.42
B005NNF0YU,20131007,69.97,52.25
B005NNF0YU,20131013,69.97,51.4
B005NNF0YU,20131017,69.97,52.25
B005NNF0YU,20131025,69.97,48.92
B005NNF0YU,20131027,69.97,41.8
B005NNF0YU,20131109,69.97,52.5
B005NNF0YU,20131110,69.97,51.38
B005NNF0YU,20131114,69.97,50.97
B005NNF0YU,20131116,59.97,50.56
B005NNF0YU,20131117,59.97,50.06
B005NNF0YU,20131118,59.97,47.93
B005NNF0YU,20131121,59.97,43.93
B005NNF0YU,20131123,59.97,39.99
B005NNF0YU,20131127,58.48,48.61
B005NNF0YU,20131128,58.48,48.4
B005NNF0YU,20131129,58.48,50.1
B005NNF0YU,20131129,58.48,50.11
B005NNF0YU,20131201,58.48,50.37
B005NNF0YU,20131201,58.48,42.72
B005NNF0YU,20131201,58.48,43.88
B005NNF0YU,20131205,58.48,49.3
B005NNF0YU,20131207,58.48,49.29
B005NNF0YU,20131208,65.97,49.29
B005NNF0YU,20131209,70.8,53.85
B005NNF0YU,20131209,70.8,50.37
B005NNF0YU,20131210,68.33,50.9
B005NNF0YU,20131210,69.97,53.89
B005NNF0YU,20131211,69.97,50.9
B005NNF0YU,20131211,69.97,55.76
B005NNF0YU,20131211,69.97,50.94
B005NNF0YU,20131211,69.97,52.16
B005NNF0YU,20131212,69.97,59.61
B005NNF0YU,20131213,69.97,59.66
B005NNF0YU,20131214,69.97,59.7
B005NNF0YU,20131215,70.8,59.7
B005NNF0YU,20131215,70.8,59.74
B005NNF0YU,20131216,70.8,60.07
B005NNF0YU,20131216,69.97,60.07
B005NNF0YU,20131217,69.97,60.08
B005NNF0YU,20131218,69.97,64.42
B005NNF0YU,20131219,70.8,64.42
B005NNF0YU,20131220,70.8,56.8
B005NNF0YU,20131221,70.8,60.27
B005NNF0YU,20131228,70.8,56.84
B005NNF0YU,20131231,65.99,56.84
B005NNF0YU,20140103,65.99,56.83
B005NNF0YU,20140111,59.97,48.67
B005NNF0YU,20140118,59.97,51.64
B005NNF0YU,20140124,47.98,51.64
B005NNF0YU,20140125,47.98,51.65
B005NNF0YU,20140126,47.98,51.64
B005NNF0YU,20140127,47.98,41.33
B005NNF0YU,20140201,66.26,41.33
B005NNF0YU,20140206,47.99,41.33
B005NNF0YU,20140208,59.97,41.33
B005NNF0YU,20140222,64.62,41.33
B005NNF0YU,20140222,59.97,41.33
B005NNF0YU,20140223,73.33,41.33
B005NNF0YU,20140223,64.62,41.33
B005NNF0YU,20140224,73.33,49.96
B005NNF0YU,20140225,73.62,49.96
B005NNF0YU,20140226,59.99,49.96
B005NNF0YU,20140226,59.97,49.96
B005NNF0YU,20140227,59.97,49.33
B005NNF0YU,20140305,49.99,43.06
B005NNF0YU,20140311,75.13,43.06
B005NNF0YU,20140311,67.36,43.06
B005NNF0YU,20140312,73.62,43.06
B005NNF0YU,20140312,64.68,43.06
B005NNF0YU,20140312,66.03,43.06
B005NNF0YU,20140313,74.06,43.06
B005NNF0YU,20140313,66.03,46.03
B005NNF0YU,20140313,49.99,43.06
B005NNF0YU,20140314,49.99,46.03
B005NNF0YU,20140314,73.62,46.03
B005NNF0YU,20140317,49.99,40.58
B005NNF0YU,20140318,49.99,40.58
B005NNF0YU,20140318,68.08,40.58
B005NNF0YU,20140319,49.99,46.03
B005NNF0YU,20140322,49.99,43.06
B005NNF0YU,20140324,49.99,46.03
B005NNF0YU,20140325,59.99,46.03
B005NNF0YU,20140328,59.97,49.28
B005NNF0YU,20140402,59.97,51.65
B005NNF0YU,20140404,59.97,49.28
B005NNF0YU,20140503,59.97,48.68
B005NNF0YU,20140504,59.97,49.28
B005NNF0YU,20140507,59.97,48.68
B005NNF0YU,20140508,59.97,49.28
B005NNF0YU,20140511,59.97,40
B005NNF0YU,20140512,59.97,49.28
B005NNF0YU,20140513,59.97,49.28
B005NNF0YU,20140513,59.97,48.68
B005NNF0YU,20140515,59.97,51.65
B005NNF0YU,20140515,59.97,49.28
B005NNF0YU,20140516,59.55,49.28
B005NNF0YU,20140518,57.83,49.28
B005NNF0YU,20140518,58.95,49.28
B005NNF0YU,20140521,58.46,49.28
B005NNF0YU,20140521,57.54,46.71
B005NNF0YU,20140522,57.54,46.66
B005NNF0YU,20140525,57.55,49.28
B005NNF0YU,20140526,57.55,46.72
B005NNF0YU,20140526,57.55,49.28
B005NNF0YU,20140528,59.97,49.28
B005NNF0YU,20140528,57.99,49.28
B005NNF0YU,20140530,59.97,49.28
B005NNF0YU,20140606,59.97,48.68
B005NNF0YU,20140607,59.97,49.28
B005NNF0YU,20140608,62.2,49.28
B005NNF0YU,20140608,62.2,43
B005NNF0YU,20140608,62.17,49.28
B005NNF0YU,20140608,62.19,49.28
B005NNF0YU,20140610,62.17,38
B005NNF0YU,20140610,49.97,38
B005NNF0YU,20140610,49.97,38
B005NNF0YU,20140611,61.98,38
B005NNF0YU,20140612,49.97,46.01
B005NNF0YU,20140612,62,46.01
B005NNF0YU,20140613,62.02,46.01
B005NNF0YU,20140613,62.01,46.01
B005NNF0YU,20140613,62.02,43.04
B005NNF0YU,20140614,62.05,47.74
B005NNF0YU,20140615,67.99,47.73
B005NNF0YU,20140617,67.39,38
B005NNF0YU,20140617,61.67,38
B005NNF0YU,20140620,59.97,49.28
B005NNF0YU,20140623,59.97,45.16
B005NNF0YU,20140626,59.97,48.68
B005NNF0YU,20140629,49.99,48.68
B005NNF0YU,20140629,49.99,44.96
B005NNF0YU,20140630,49.99,40.58
B005NNF0YU,20140701,59.97,40.58
B005NNF0YU,20140704,59.97,44.96
B005NNF0YU,20140722,59.97,35
B005NNF0YU,20140729,57.99,40
B005NNF0YU,20140814,57.99,49.95
B005NNF0YU,20140818,57.99,38
B005NNF0YU,20140828,57.99,44.76
B005NNF0YU,20140829,57.99,44.77
B005NNF0YU,20140903,57.99,38.61
B005NNF0YU,20140904,57.99,41.27
B005NNF0YU,20140907,57.99,100
B005NNF0YU,20140914,57.98,100
B005NNF0YU,20140918,64.99,100
B005NNF0YU,20140920,57.99,100
B005NNF0YU,20140921,49.99,100
B005NNF0YU,20140930,59.97,100
B005NNF0YU,20141006,59.97,52.17
B005NNF0YU,20141007,64.99,57.31
B005NNF0YU,20141007,64.99,52.17
B005NNF0YU,20141008,67.92,59.72
B005NNF0YU,20141009,67.92,66.93
B005NNF0YU,20141011,57.99,50.45
B005NNF0YU,20141025,57.99,41.99
B005NNF0YU,20141026,57.99,50.45
B005NNF0YU,20141026,57.99,100
B005NNF0YU,20141027,57.99,50.45
B005NNF0YU,20141027,57.99,47.55
B005NNF0YU,20141030,57.99,40.59
B005NNF0YU,20141031,57.99,50.45
B005NNF0YU,20141101,56.21,48.86
B005NNF0YU,20141101,56.21,48.9
B005NNF0YU,20141101,57.99,50.45
B005NNF0YU,20141101,57.99,48.9
B005NNF0YU,20141102,57.99,100
B005NNF0YU,20141115,54.88,50
B005NNF0YU,20141116,54.88,47.75
B005NNF0YU,20141126,54.88,48
B005NNF0YU,20141127,54.88,47.75
B005NNF0YU,20141127,54.88,48
B005NNF0YU,20141128,54.88,47.75
B005NNF0YU,20141202,54.88,47.75
B005NNF0YU,20141202,54.88,47.33
B005NNF0YU,20141204,59.99,47.75
B005NNF0YU,20141205,59.99,48
B005NNF0YU,20141210,68.98,48
B005NNF0YU,20141212,68.98,40.92
B005NNF0YU,20141213,44,36.08
B005NNF0YU,20141214,61.99,100
B005NNF0YU,20141215,59.97,100
B005NNF0YU,20141215,61.17,100
B005NNF0YU,20141216,54.88,41.95
B005NNF0YU,20141216,54.88,100
B005NNF0YU,20141217,59.97,41.95
B005NNF0YU,20141217,54.99,41.95
B005NNF0YU,20141218,54.88,48
B005NNF0YU,20141218,54.88,41.95
B005NNF0YU,20141218,59.97,41.95
B005NNF0YU,20141218,59.97,48
B005NNF0YU,20141220,54.88,47.75
B005NNF0YU,20141220,54.88,48
B005NNF0YU,20141224,54.88,45
B005NNF0YU,20141225,54.88,47.84
B005NNF0YU,20141226,54.88,47.75
B005NNF0YU,20150103,59.23,48
B005NNF0YU,20150104,54.88,48
B005NNF0YU,20150107,49.99,48
B005NNF0YU,20150111,49.99,47
B005NNF0YU,20150112,49.99,43.49
B005NNF0YU,20150122,59.97,36.5
B005NNF0YU,20150124,54.88,47
B005NNF0YU,20150202,54.88,45
B005NNF0YU,20150204,54.88,47.75
B005NNF0YU,20150208,54.88,51.04
B005NNF0YU,20150211,54.88,47.75
B005NNF0YU,20150212,54.88,45
B005NNF0YU,20150217,54.88,47.75
B005NNF0YU,20150222,54.88,50
B005NNF0YU,20150226,54.88,47.75
B005NNF0YU,20150305,54.88,41.26
B005NNF0YU,20150312,54.88,47.75
B005NNF0YU,20150312,59.99,47.75
B005NNF0YU,20150313,54.88,47.75
B005NNF0YU,20150324,54.88,51.04
B005NNF0YU,20150326,54.88,47.75
B005NNF0YU,20150410,54.99,47.84
B005NNF0YU,20150410,54.99,47.75
B005NNF0YU,20150413,54.88,47.75
B005NNF0YU,20150414,54.88,29.99
B005NNF0YU,20150415,54.88,47.75
B005NNF0YU,20150415,54.88,51.04
B005NNF0YU,20150415,54.88,29.99
B005NNF0YU,20150416,54.88,29.99
B005NNF0YU,20150416,54.88,51.04
B005NNF0YU,20150417,54.88,47.75
B005NNF0YU,20150417,54.88,100
B005NNF0YU,20150417,54.88,100
B005NNF0YU,20150418,54.88,47.75
B005NNF0YU,20150419,54.88,100
B005NNF0YU,20150421,54.88,47.75
B005NNF0YU,20150421,54.88,100
B005NNF0YU,20150422,54.88,47.75
B005NNF0YU,20150423,54.88,100
B005NNF0YU,20150427,54.99,100
B005NNF0YU,20150428,54.99,47.84
B005NNF0YU,20150502,54.99,47.75
B005NNF0YU,20150504,54.99,45.09
B005NNF0YU,20150506,54.99,47.75
B005NNF0YU,20150509,54.99,45.09
B005NNF0YU,20150511,54.99,47.84
B005NNF0YU,20150513,54.99,42.99
B005NNF0YU,20150513,54.99,41.95
B005NNF0YU,20150515,54.99,41.95
B005NNF0YU,20150515,54.99,35
B005NNF0YU,20150517,54.99,47.84
B005NNF0YU,20150519,54.99,46.99
B005NNF0YU,20150521,54.99,42.95
B005NNF0YU,20150524,54.99,47.84
B005NNF0YU,20150526,54.99,51.14
B005NNF0YU,20150527,54.99,47.84
B005NNF0YU,20150528,54.99,45.09
B005NNF0YU,20150529,54.99,47.84
B005NNF0YU,20150529,70.8,45.09
B005NNF0YU,20150602,54.99,45.49
B005NNF0YU,20150603,54.99,45.49
B005NNF0YU,20150603,54.99,40.99
B005NNF0YU,20150605,54.88,47.75
B005NNF0YU,20150608,54.88,47.75
B006V6YAPI,20121219,59.99,62.61
B006V6YAPI,20130116,74.99,67.56
B006V6YAPI,20130305,74.99,59.57
B006V6YAPI,20130315,74.99,63.11
B006V6YAPI,20130418,74.99,55.74
B006V6YAPI,20130508,74.99,43.8
B006V6YAPI,20130528,74.99,43.81
B006V6YAPI,20130529,74.99,44.85
B006V6YAPI,20130611,74.99,57.37
B006V6YAPI,20130613,74.99,57.41
B006V6YAPI,20130616,74.99,61.84
B006V6YAPI,20130704,74.99,44.95
B006V6YAPI,20131106,74.99,59.99
B006V6YAPI,20131115,74.99,59.37
B006V6YAPI,20131121,74.99,57.41
B006V6YAPI,20131124,74.99,57.35
B006V6YAPI,20131201,74.99,59.99
B006V6YAPI,20131202,74.99,61.24
B006V6YAPI,20131205,74.99,59.29
B006V6YAPI,20131209,74.99,59.3
B006V6YAPI,20131210,74.99,59.31
B006V6YAPI,20131211,74.99,59.3
B006V6YAPI,20131212,74.99,61.14
B006V6YAPI,20131214,74.99,59.59
B006V6YAPI,20131216,49.99,49.99
B006V6YAPI,20131216,49.99,43.06
B006V6YAPI,20131216,49.99,46.03
B006V6YAPI,20131216,49.99,40.58
B006V6YAPI,20131216,49.99,49.49
B006V6YAPI,20131220,49.99,46.02
B006V6YAPI,20131223,74.99,45
B006V6YAPI,20131223,49.99,45
B006V6YAPI,20140101,72.69,45
B006V6YAPI,20140105,72.69,59.75
B006V6YAPI,20140118,77.74,59.75
B006V6YAPI,20140120,78.7,59.75
B006V6YAPI,20140203,77.06,59.75
B006V6YAPI,20140207,,59.75
B006V6YAPI,20140207,77.06,59.75
B006V6YAPI,20140215,80,59.75
B006V6YAPI,20140217,80,60.76
B006V6YAPI,20140222,77.97,60.76
B006V6YAPI,20140222,78,60.76
B006V6YAPI,20140223,74.82,60.76
B006V6YAPI,20140223,74.86,60.76
B006V6YAPI,20140224,78.09,57.8
B006V6YAPI,20140224,78.88,57.8
B006V6YAPI,20140226,76.24,60.22
B006V6YAPI,20140226,73.49,60.22
B006V6YAPI,20140227,72,59.69
B006V6YAPI,20140227,72.73,59.69
B006V6YAPI,20140228,72.73,53.04
B006V6YAPI,20140301,72.73,53.24
B006V6YAPI,20140302,72.73,53.19
B006V6YAPI,20140303,72.73,51.3
B006V6YAPI,20140305,72.73,51.22
B006V6YAPI,20140306,72.73,51.2
B006V6YAPI,20140307,72.73,51.19
B006V6YAPI,20140308,75.75,51.17
B006V6YAPI,20140308,76.37,51.17
B006V6YAPI,20140309,72.74,51.16
B006V6YAPI,20140309,72.74,51.17
B006V6YAPI,20140310,75.43,46.62
B006V6YAPI,20140311,89.99,46.53
B006V6YAPI,20140312,89.99,53.63
B006V6YAPI,20140313,89.99,53.68
B006V6YAPI,20140316,89.99,53.69
B006V6YAPI,20140317,89.99,46.53
B006V6YAPI,20140318,89.99,46.68
B006V6YAPI,20140319,89.99,46.74
B006V6YAPI,20140321,89.99,46.75
B006V6YAPI,20140323,89.99,46.79
B006V6YAPI,20140331,49.97,38.3
B006V6YAPI,20140331,76.73,38.3
B006V6YAPI,20140401,,38.3
B006V6YAPI,20140401,49.97,38.3
B006V6YAPI,20140401,,40.95
B006V6YAPI,20140404,78.5,60.76
B006V6YAPI,20140404,76.16,40.95
B006V6YAPI,20140404,76.16,60.76
B006V6YAPI,20140405,79.69,60.76
B006V6YAPI,20140406,78.56,60.76
B006V6YAPI,20140407,80.19,60.76
B006V6YAPI,20140408,79.88,60.76
B006V6YAPI,20140409,79.73,60.76
B006V6YAPI,20140412,78.42,60.76
B006V6YAPI,20140412,78.42,
B006V6YAPI,20140412,78.42,60.76
B006V6YAPI,20140413,78.75,
B006V6YAPI,20140414,78.64,
B006V6YAPI,20140414,78.49,
B006V6YAPI,20140418,78.49,72.27
B006V6YAPI,20140422,76.92,70.82
B006V6YAPI,20140430,76.92,59.17
B006V6YAPI,20140502,76.92,61.14
B006V6YAPI,20140503,76.92,61.25
B006V6YAPI,20140505,76.92,61.33
B006V6YAPI,20140506,76.92,61.32
B006V6YAPI,20140507,76.92,61.3
B006V6YAPI,20140508,76.92,59.39
B006V6YAPI,20140510,76.92,59.37
B006V6YAPI,20140511,76.92,59.35
B006V6YAPI,20140512,76.92,62.93
B006V6YAPI,20140513,76.92,62.96
B006V6YAPI,20140513,76.92,62.97
B006V6YAPI,20140514,76.92,62.95
B006V6YAPI,20140518,76.92,60.92
B006V6YAPI,20140521,76.92,60.9
B006V6YAPI,20140611,76.92,56.78
B006V6YAPI,20140613,76.92,56.77
B006V6YAPI,20140615,76.92,56.78
B006V6YAPI,20140617,76.92,56.77
B006V6YAPI,20140618,76.92,56.77
B006V6YAPI,20140618,76.92,56.78
B006V6YAPI,20140619,76.92,50.09
B006V6YAPI,20140620,74.98,50.09
B006V6YAPI,20140621,74.98,49.08
B006V6YAPI,20140624,74.98,49.04
B006V6YAPI,20140625,74.98,49
B006V6YAPI,20140626,74.98,54.15
B006V6YAPI,20140706,74.98,52.29
B006V6YAPI,20140708,75.35,52.26
B006V6YAPI,20140712,75.13,46.32
B006V6YAPI,20140714,75.24,46.1
B006V6YAPI,20140714,75.24,46.14
B006V6YAPI,20140715,75.24,46.11
B006V6YAPI,20140716,75.48,46.11
B006V6YAPI,20140716,75.48,46.07
B006V6YAPI,20140717,75.48,40.04
B006V6YAPI,20140719,75.48,39.97
B006V6YAPI,20140720,75.55,42.41
B006V6YAPI,20140720,75.55,39.97
B006V6YAPI,20140721,75.55,42.37
B006V6YAPI,20140721,74.98,42.37
B006V6YAPI,20140722,75.74,42.37
B006V6YAPI,20140722,75.75,42.35
B006V6YAPI,20140723,75.75,42.47
B006V6YAPI,20140724,75.63,55.5
B006V6YAPI,20140724,75.63,42.47
B006V6YAPI,20140725,76.06,55.5
B006V6YAPI,20140725,76.06,55.24
B006V6YAPI,20140726,75.33,55.55
B006V6YAPI,20140726,76.06,55.55
B006V6YAPI,20140727,75.33,55.53
B006V6YAPI,20140728,75.51,55.09
B006V6YAPI,20140729,75.26,55.08
B006V6YAPI,20140729,75.26,55.2
B006V6YAPI,20140729,75.26,55.09
B006V6YAPI,20140730,75.33,55.04
B006V6YAPI,20140731,75.24,48.62
B006V6YAPI,20140731,75.33,55.02
B006V6YAPI,20140731,75.24,55.02
B006V6YAPI,20140801,75.24,51.9
B006V6YAPI,20140801,75.24,51.97
B006V6YAPI,20140802,75.24,51.85
B006V6YAPI,20140803,75.57,51.85
B006V6YAPI,20140803,75.57,51.83
B006V6YAPI,20140804,75.57,52.01
B006V6YAPI,20140804,75.57,52
B006V6YAPI,20140805,75.57,52.02
B006V6YAPI,20140806,75.57,51.97
B006V6YAPI,20140816,76.34,60
B006V6YAPI,20140817,79.05,60
B006V6YAPI,20140820,76.33,60
B006V6YAPI,20140822,76.08,59.81
B006V6YAPI,20140822,76.08,60
B006V6YAPI,20140823,76.08,60
B006V6YAPI,20140825,76.31,60
B006V6YAPI,20140828,76.31,53.12
B006V6YAPI,20140830,76.27,53.09
B006V6YAPI,20140901,72.46,53.15
B006V6YAPI,20140901,78.37,53.15
B006V6YAPI,20140903,72.46,53.07
B006V6YAPI,20140903,72.46,54.24
B006V6YAPI,20140904,72.46,50.84
B006V6YAPI,20140905,72.46,50.9
B006V6YAPI,20140906,72.46,50.76
B006V6YAPI,20140907,72.46,50.7
