asin,date,priceNew,priceUsed
B002TROYKO,20140619,20,27.41
B002TROYKO,20141019,20,30
B002TROYKO,20150607,55.97,29.92
B002TROYKO,20150608,55.97,29.92
B002UYVF44,20121219,32.99,19.02
B002UYVF44,20130422,32.99,12.89
B002UYVF44,20130708,32.99,15.99
B002UYVF44,20130803,32.99,15.97
B002UYVF44,20131111,,15.97
B002UYVF44,20131111,32.99,15.97
B002UYVF44,20131122,7.4,18.28
B002UYVF44,20131201,7.4,20.79
B002UYVF44,20140523,7.4,15
B002UYVF44,20150328,7.4,14.99
B002UYVF44,20150328,7.4,18.99
B002UYVF44,20150328,7.4,18.99
B002UYVF44,20150329,7.4,14.99
B002UYVF44,20150330,7.4,15
B002UYVF44,20150401,35.26,15
B002UYVF44,20150411,28.36,15
B002UYVF44,20150607,34.93,28.64
B002UYVF44,20150608,34.93,28.64
B002VWK5PU,20121219,89.99,69.99
B002VWK5PU,20130104,89.99,64.95
B002VWK5PU,20130124,89.99,69.99
B002VWK5PU,20130427,89.99,61.99
B002VWK5PU,20130501,89.99,57.99
B002VWK5PU,20130514,89.99,58.99
B002VWK5PU,20130519,89.99,66.48
B002VWK5PU,20130716,107.99,74.5
B002VWK5PU,20130716,89.99,74.5
B002VWK5PU,20131007,107.99,59.99
B002VWK5PU,20131007,,59.99
B002VWK5PU,20140106,104.2,68.49
B002VWK5PU,20140120,95.2,67.99
B002VWK5PU,20141206,103.02,67.99
B002VWK5PU,20141223,103.02,70.24
B002VWK5PU,20150205,98.71,84.98
B002VWK5PU,20150224,98.71,69.99
B002VWK5PU,20150608,98.71,69.99
B002VWK5Q4,20121219,91.77,69.1
B002VWK5Q4,20121223,91.77,53.83
B002VWK5Q4,20130322,91.77,50.01
B002VWK5Q4,20130508,91.77,49.99
B002VWK5Q4,20130513,91.77,51.99
B002VWK5Q4,20130514,91.77,62.51
B002VWK5Q4,20130515,91.77,51.99
B002VWK5Q4,20130606,91.77,61.99
B002VWK5Q4,20130609,91.77,51
B002VWK5Q4,20130829,,51
B002VWK5Q4,20130829,91.77,51
B002VWK5Q4,20130907,,50.99
B002VWK5Q4,20131008,,49.97
B002VWK5Q4,20131109,,34.99
B002VWK5Q4,20131111,,43.99
B002VWK5Q4,20131204,88.84,42.99
B002VWK5Q4,20131205,88.16,42.99
B002VWK5Q4,20131218,97.99,38
B002VWK5Q4,20131220,87.03,38
B002VWK5Q4,20140122,87.03,40
B002VWK5Q4,20140302,59.98,40
B002VWK5Q4,20140317,49.99,40
B002VWK5Q4,20140603,49.99,51.99
B002VWK5Q4,20140627,49.99,43.72
B002VWK5Q4,20140723,49.99,39.95
B002VWK5Q4,20140913,49.99,49.72
B002VWK5Q4,20150311,49.99,49.94
B002VWK5Q4,20150607,93.97,59.9
B002VWK5Q4,20150608,93.97,59.9
B002W1U4LA,20121219,53.18,40
B002W1U4LA,20130401,53.18,46.27
B002W1U4LA,20130624,53.18,51.99
B002W1U4LA,20130814,53.18,51.99
B002W1U4LA,20130814,,51.99
B002W1U4LA,20131202,51.64,42.61
B002W1U4LA,20140928,57.03,42.61
B002W1U4LA,20141031,57.03,35.5
B002W1U4LA,20150501,64.87,45.43
B002W1U4LA,20150607,49.39,45.43
B002W1U4LA,20150608,49.39,45.43
B002WJUFRU,20121219,179.99,119.99
B002WJUFRU,20121219,179.99,154.99
B002WJUFRU,20121221,179.99,154.99
B002WJUFRU,20121229,219,154.99
B002WJUFRU,20121230,189.99,154.99
B002WJUFRU,20121231,219,154.99
B002WJUFRU,20130104,219,139.95
B002WJUFRU,20130110,219,139.91
B002WJUFRU,20130110,219,139.9
B002WJUFRU,20130112,219,139.95
B002WJUFRU,20130126,217.99,139.95
B002WJUFRU,20130126,217.99,173
B002WJUFRU,20130130,203.75,173
B002WJUFRU,20130201,194.75,173
B002WJUFRU,20130201,194.75,169.67
B002WJUFRU,20130216,217.99,169.67
B002WJUFRU,20130219,217.99,173
B002WJUFRU,20130221,217.99,154.95
B002WJUFRU,20130304,217.99,150
B002WJUFRU,20130306,217.99,173
B002WJUFRU,20130317,217.99,149.95
B002WJUFRU,20130321,213.99,149.95
B002WJUFRU,20130321,216.99,149.95
B002WJUFRU,20130322,199,149.95
B002WJUFRU,20130322,210.99,149.95
B002WJUFRU,20130323,196,149.95
B002WJUFRU,20130323,193,149.95
B002WJUFRU,20130324,190,149.95
B002WJUFRU,20130401,217.99,149.95
B002WJUFRU,20130401,199,149.95
B002WJUFRU,20130402,209,149.95
B002WJUFRU,20130402,199,149.95
B002WJUFRU,20130422,197.49,149.95
B002WJUFRU,20130424,195.49,149.95
B002WJUFRU,20130427,195.49,150.73
B002WJUFRU,20130428,191.49,150.76
B002WJUFRU,20130428,191.49,150.73
B002WJUFRU,20130429,191.49,150.38
B002WJUFRU,20130430,191.49,150.37
B002WJUFRU,20130430,191.49,149.95
B002WJUFRU,20130507,187.49,139.62
B002WJUFRU,20130507,187.49,149.95
B002WJUFRU,20130508,187.49,139.57
B002WJUFRU,20130509,187.49,139.52
B002WJUFRU,20130510,187.49,139.46
B002WJUFRU,20130511,187.49,149.95
B002WJUFRU,20130517,192.99,149.95
B002WJUFRU,20130522,204.99,149.95
B002WJUFRU,20130529,187.49,149.95
B002WJUFRU,20130604,187.49,149.94
B002WJUFRU,20130623,187.49,156.66
B002WJUFRU,20130624,184.99,156.61
B002WJUFRU,20130624,184.99,156.66
B002WJUFRU,20130625,187.49,156.31
B002WJUFRU,20130625,187.49,156.61
B002WJUFRU,20130626,188.48,156.5
B002WJUFRU,20130626,187.49,156.5
B002WJUFRU,20130627,188.48,156.46
B002WJUFRU,20130628,188.48,173
B002WJUFRU,20130628,188.48,156.5
B002WJUFRU,20130629,187.49,173
B002WJUFRU,20130630,187.49,172.61
B002WJUFRU,20130703,199.99,159.99
B002WJUFRU,20130703,199.99,172.61
B002WJUFRU,20130705,189.88,159.99
B002WJUFRU,20130706,199.99,159.99
B002WJUFRU,20130709,187.49,159.99
B002WJUFRU,20130711,187.49,125
B002WJUFRU,20130712,187.49,124.99
B002WJUFRU,20130717,183.48,124.99
B002WJUFRU,20130717,179.99,124.99
B002WJUFRU,20130722,153.74,124.99
B002WJUFRU,20130722,153.74,99.99
B002WJUFRU,20130923,153.74,75
B002WJUFRU,20130926,153.74,159.99
B002WJUFRU,20131011,,159.99
B002WJUFRU,20131011,153.74,140
B002WJUFRU,20131028,,162.52
B002WJUFRU,20131104,,162.02
B002WJUFRU,20131107,,161.76
B002WJUFRU,20131111,,139.99
B002WJUFRU,20131119,185.99,139.99
B002WJUFRU,20131130,185.99,122.64
B002WJUFRU,20131214,185.99,100
B002WJUFRU,20131220,164.49,173
B002WJUFRU,20131220,164.49,100
B002WJUFRU,20131221,164.49,100
B002WJUFRU,20131221,185.99,100
B002WJUFRU,20131222,185.99,173
B002WJUFRU,20131224,185.99,165
B002WJUFRU,20131226,185.99,140
B002WJUFRU,20140107,185.99,145
B002WJUFRU,20140117,185.99,173
B002WJUFRU,20140120,159.2,173
B002WJUFRU,20140122,159.2,135
B002WJUFRU,20140203,185.99,124.95
B002WJUFRU,20140304,149,173
B002WJUFRU,20140305,185.99,173
B002WJUFRU,20140331,185.99,130
B002WJUFRU,20140523,185.99,149.99
B002WJUFRU,20140526,182.56,149.99
B002WJUFRU,20140529,182.72,149.99
B002WJUFRU,20140530,185.99,149.99
B002WJUFRU,20140601,185.99,161
B002WJUFRU,20140709,185.99,145.3
B002WJUFRU,20140805,185.99,138.03
B002WJUFRU,20140821,185.99,131.13
B002WJUFRU,20140905,185.99,124.57
B002WJUFRU,20141126,169,124.57
B002WJUFRU,20141127,185.37,124.57
B002WJUFRU,20141128,169,124.57
B002WJUFRU,20141201,185.37,124.57
B002WJUFRU,20141202,185.99,124.57
B002WJUFRU,20141205,179.99,124.57
B002WJUFRU,20141216,169,150
B002WJUFRU,20141217,185.99,150
B002WJUFRU,20141223,160.99,150
B002WJUFRU,20141224,185.99,150
B002WJUFRU,20150108,190.89,150
B002WJUFRU,20150201,191.39,124
B002WJUFRU,20150212,191.39,113.14
B002WJUFRU,20150217,191.39,124
B002WJUFRU,20150415,189.99,139.99
B002WJUFRU,20150504,172.25,139.99
B002WJUFRU,20150607,191.39,170
B002WJUFRU,20150608,191.39,170
B002Z0WB96,20121219,59.95,21.5
B002Z0WB96,20121223,59.95,24.99
B002Z0WB96,20130426,59.95,22.99
B002Z0WB96,20130503,28.9,17.97
B002Z0WB96,20130523,24.99,22.99
B002Z0WB96,20131111,,22.99
B002Z0WB96,20131111,24.99,24.96
B002Z0WB96,20131117,,24.99
B002Z0WB96,20140513,,22
B002Z0WB96,20150218,,26.99
B002Z0WB96,20150418,,32.99
B002Z0WB96,20150607,48.95,32.99
B002Z0WB96,20150608,48.95,32.99
B0031DFFZ8,20121219,70,25
B0031DFFZ8,20130112,74.99,9.99
B0031DFFZ8,20130303,66.93,30
B0031DFFZ8,20130429,77.5,39.1
B0031DFFZ8,20130610,77.5,50
B0031DFFZ8,20131027,77.5,34.95
B0031DFFZ8,20131027,,34.95
B0031DFFZ8,20131104,,39.95
B0031DFFZ8,20140217,56.45,45.99
B0031DFFZ8,20140907,71.99,37.09
B0031DFFZ8,20141024,59,37.09
B0031DFFZ8,20141125,54.5,41.98
B0031DFFZ8,20141130,54.5,40.6
B0031DFFZ8,20141201,54.5,39.38
B0031DFFZ8,20141208,69.88,46.04
B0031DFFZ8,20141210,54.5,44
B0031DFFZ8,20141218,54.49,44
B0031DFFZ8,20141224,57.49,44
B0031DFFZ8,20141228,59,44
B0031DFFZ8,20141230,69,44
B0031DFFZ8,20150201,52.5,42.64
B0031DFFZ8,20150212,52.5,35.99
B0031DFFZ8,20150402,52.5,32
B0031DFFZ8,20150607,52.5,41.95
B0031DFFZ8,20150608,52.5,41.95
B0037KM8TG,20121219,91.48,49
B0037KM8TG,20140622,59.99,49
B0037KM8TG,20140923,72.95,49
B0037KM8TG,20141020,72.95,49
B0037KM8TG,20141103,70.48,49
B0037KM8TG,20141122,69.99,62.32
B0037KM8TG,20141130,69.94,62.18
B0037KM8TG,20141201,69.94,62.22
B0037KM8TG,20150211,67.94,62.22
B0037KM8TG,20150607,49.99,62.22
B0037KM8TG,20150608,49.99,62.22
B003BEE2LU,20121219,124,89.99
B003BEE2LU,20121221,114.79,89.99
B003BEE2LU,20121222,127.13,89.99
B003BEE2LU,20121223,116.45,79.95
B003BEE2LU,20121223,115.23,89.99
B003BEE2LU,20121223,115.23,79.95
B003BEE2LU,20121225,122.37,79.95
B003BEE2LU,20121225,120.24,79.95
B003BEE2LU,20121226,119.99,79.95
B003BEE2LU,20130101,122.37,79.95
B003BEE2LU,20130102,119.99,79.95
B003BEE2LU,20130103,129,79.95
B003BEE2LU,20130117,129,76.85
B003BEE2LU,20130117,129,76.74
B003BEE2LU,20130118,129,67.99
B003BEE2LU,20130118,129,67.93
B003BEE2LU,20130119,129,66.97
B003BEE2LU,20130119,129,66.91
B003BEE2LU,20130120,129,66.74
B003BEE2LU,20130120,129,66.82
B003BEE2LU,20130121,129,66.63
B003BEE2LU,20130121,129,66.53
B003BEE2LU,20130122,129,65.96
B003BEE2LU,20130122,129,65.85
B003BEE2LU,20130123,129,65
B003BEE2LU,20130125,129,79.95
B003BEE2LU,20130126,129,89.99
B003BEE2LU,20130130,129,98.79
B003BEE2LU,20130130,129,111.89
B003BEE2LU,20130131,129,98.7
B003BEE2LU,20130201,129,98.87
B003BEE2LU,20130202,129,98.92
B003BEE2LU,20130203,129,99.02
B003BEE2LU,20130203,129,97.14
B003BEE2LU,20130204,129,85.99
B003BEE2LU,20130206,129,84.28
B003BEE2LU,20130209,129,85.81
B003BEE2LU,20130211,129,85.75
B003BEE2LU,20130212,129,85.7
B003BEE2LU,20130213,129,85.74
B003BEE2LU,20130214,129,76.51
B003BEE2LU,20130215,129,76.57
B003BEE2LU,20130216,129,76.56
B003BEE2LU,20130217,129,76.59
B003BEE2LU,20130218,129,76.55
B003BEE2LU,20130220,129,89.94
B003BEE2LU,20130223,134.99,89.94
B003BEE2LU,20130225,134.99,89.99
B003BEE2LU,20130228,134.99,
B003BEE2LU,20130228,134.99,89.99
B003BEE2LU,20130301,109.99,
B003BEE2LU,20130304,109.99,99.99
B003BEE2LU,20130305,99,99.99
B003BEE2LU,20130305,99,84.99
B003BEE2LU,20130308,99,84.99
B003BEE2LU,20130308,99,
B003BEE2LU,20130312,99,91.15
B003BEE2LU,20130404,99,86.25
B003BEE2LU,20130425,99,86.24
B003BEE2LU,20130505,134.99,108.74
B003BEE2LU,20130506,134.99,108.85
B003BEE2LU,20130507,134.99,108.95
B003BEE2LU,20130508,134.99,109.05
B003BEE2LU,20130509,134.99,109.39
B003BEE2LU,20130510,134.99,109.53
B003BEE2LU,20130511,134.99,109.64
B003BEE2LU,20130511,134.99,105.9
B003BEE2LU,20130512,134.99,106.02
B003BEE2LU,20130513,134.99,106.18
B003BEE2LU,20130515,134.99,106.36
B003BEE2LU,20130515,134.99,106.29
B003BEE2LU,20130516,134.99,106.44
B003BEE2LU,20130517,134.99,106.53
B003BEE2LU,20130518,134.99,94.09
B003BEE2LU,20130519,134.99,94.15
B003BEE2LU,20130522,134.99,94.55
B003BEE2LU,20130523,134.99,94.69
B003BEE2LU,20130524,134.99,94.83
B003BEE2LU,20130525,134.99,111.36
B003BEE2LU,20130525,134.99,94.91
B003BEE2LU,20130526,134.99,111.58
B003BEE2LU,20130527,134.99,111.81
B003BEE2LU,20130529,134.99,112.23
B003BEE2LU,20130530,134.99,112.45
B003BEE2LU,20130531,134.99,94.99
B003BEE2LU,20130603,134.99,89.99
B003BEE2LU,20130603,134.99,109.56
B003BEE2LU,20130604,134.99,109.97
B003BEE2LU,20130605,134.99,109.96
B003BEE2LU,20130606,134.99,109.99
B003BEE2LU,20130608,134.99,97.07
B003BEE2LU,20130608,134.99,110.01
B003BEE2LU,20130609,134.99,97.04
B003BEE2LU,20130612,134.99,97.05
B003BEE2LU,20130613,134.99,97.01
B003BEE2LU,20130615,134.99,113.85
B003BEE2LU,20130615,134.99,97.03
B003BEE2LU,20130616,134.99,113.86
B003BEE2LU,20130617,134.99,113.82
B003BEE2LU,20130618,134.99,113.83
B003BEE2LU,20130622,134.99,110
B003BEE2LU,20130622,134.99,113.88
B003BEE2LU,20130623,134.99,111.58
B003BEE2LU,20130625,134.99,111.61
B003BEE2LU,20130626,134.99,111.67
B003BEE2LU,20130628,134.99,111.68
B003BEE2LU,20130629,134.99,98.54
B003BEE2LU,20130703,134.99,98.51
B003BEE2LU,20130710,134.99,97.15
B003BEE2LU,20130712,125.11,97.1
B003BEE2LU,20130712,125.11,97.15
B003BEE2LU,20130713,134.99,97.1
B003BEE2LU,20130713,134.99,81.98
B003BEE2LU,20130714,134.99,84.14
B003BEE2LU,20130718,134.99,84.27
B003BEE2LU,20130719,134.99,84.08
B003BEE2LU,20130720,134.99,84.01
B003BEE2LU,20130720,134.99,109.85
B003BEE2LU,20130721,134.99,109.84
B003BEE2LU,20130723,134.99,109.82
B003BEE2LU,20130725,134.99,109.83
B003BEE2LU,20130726,134.99,108.01
B003BEE2LU,20130727,134.99,84.95
B003BEE2LU,20130807,134.99,120.05
B003BEE2LU,20130808,134.99,119.99
B003BEE2LU,20130809,134.99,119.97
B003BEE2LU,20130811,134.99,119.98
B003BEE2LU,20130813,134.99,124.29
B003BEE2LU,20130813,134.99,120.04
B003BEE2LU,20130821,134.99,119
B003BEE2LU,20130822,134.99,110
B003BEE2LU,20130827,134.99,124.29
B003BEE2LU,20130829,134.99,99
B003BEE2LU,20130831,134.99,105
B003BEE2LU,20130901,134.99,99
B003BEE2LU,20130901,99,99
B003BEE2LU,20130902,99,91.15
B003BEE2LU,20130905,99,89.19
B003BEE2LU,20130911,99,86.25
B003BEE2LU,20130923,109.99,86.25
B003BEE2LU,20130923,109.99,95.82
B003BEE2LU,20130926,99,95.82
B003BEE2LU,20130926,99,86.25
B003BEE2LU,20131003,99,86.24
B003BEE2LU,20131005,99,86.21
B003BEE2LU,20131005,99,86.09
B003BEE2LU,20131006,99,86
B003BEE2LU,20131008,99,86.24
B003BEE2LU,20131015,99,86.15
B003BEE2LU,20131015,99,86.04
B003BEE2LU,20131016,99,86.24
B003BEE2LU,20131023,99,86.03
B003BEE2LU,20131023,99,86.14
B003BEE2LU,20131024,99,86
B003BEE2LU,20131026,99,86.24
B003BEE2LU,20131030,99,80
B003BEE2LU,20131031,,80
B003BEE2LU,20131031,99,80
B003BEE2LU,20131105,109.99,80
B003BEE2LU,20131106,109.99,79
B003BEE2LU,20131108,134.99,79
B003BEE2LU,20131109,109.99,79
B003BEE2LU,20131113,109.99,78.9
B003BEE2LU,20131116,109.99,78
B003BEE2LU,20131120,99,78
B003BEE2LU,20131120,99,98.5
B003BEE2LU,20131121,99,80.37
B003BEE2LU,20131130,99,74.63
B003BEE2LU,20131201,99,74.58
B003BEE2LU,20131202,99,74.52
B003BEE2LU,20131203,99,74.46
B003BEE2LU,20131203,99,30
B003BEE2LU,20131209,99,63.94
B003BEE2LU,20131210,99,63.91
B003BEE2LU,20131211,99,63.88
B003BEE2LU,20131212,99,80
B003BEE2LU,20131215,99,82.49
B003BEE2LU,20131216,99,82.48
B003BEE2LU,20131217,99,75
B003BEE2LU,20131220,99,69.85
B003BEE2LU,20131221,99,69.84
B003BEE2LU,20131226,99,62.32
B003BEE2LU,20131227,99,62.31
B003BEE2LU,20131228,99,62.3
B003BEE2LU,20131231,99,63.53
B003BEE2LU,20140101,99,68.71
B003BEE2LU,20140102,99,75
B003BEE2LU,20140103,129,75
B003BEE2LU,20140103,129,88.81
B003BEE2LU,20140104,129,91.32
B003BEE2LU,20140113,129,86.49
B003BEE2LU,20140308,99,85.27
B003BEE2LU,20140320,99,86.49
B003BEE2LU,20140407,99,80.98
B003BEE2LU,20140413,99,89.99
B003BEE2LU,20140517,121.2,96.94
B003BEE2LU,20140610,129,92.31
B003BEE2LU,20140611,129,92.36
B003BEE2LU,20140625,129,83.77
B003BEE2LU,20140628,129,83.65
B003BEE2LU,20140717,129,96.94
B003BEE2LU,20140830,129,89.67
B003BEE2LU,20140903,129,89.98
B003BEE2LU,20141008,129,112.23
B003BEE2LU,20141021,129,102.51
B003BEE2LU,20141029,129,106.47
B003BEE2LU,20141106,99,92.07
B003BEE2LU,20141114,99,80
B003BEE2LU,20141201,99,89.99
B003BEE2LU,20150112,115.41,89.99
B003BEE2LU,20150313,99,89.99
B003BEE2LU,20150331,96.9,89.99
B003BEE2LU,20150414,99,80
B003BEE2LU,20150518,129,80
B003BEE2LU,20150608,129,80
B003BEE2MY,20121219,79.99,59.78
B003BEE2MY,20130509,94.45,89.17
B003BEE2MY,20130830,,89.17
B003BEE2MY,20130830,94.45,89.17
B003BEE2MY,20130917,,80.5
B003BEE2MY,20131030,,75.15
B003BEE2MY,20131212,65.95,75.15
B003BEE2MY,20131218,63.95,75.15
B003BEE2MY,20140407,67.95,46.23
B003BEE2MY,20140407,67.95,51.79
B003BEE2MY,20140409,67.95,57
B003BEE2MY,20140413,68.95,53
B003BEE2MY,20140623,57.69,59.99
B003BEE2MY,20140804,55.88,55
B003BEE2MY,20140902,55.99,55
B003BEE2MY,20140930,55.99,48.99
B003BEE2MY,20150406,55.99,58.96
B003BEE2MY,20150607,99.99,54.52
B003BEE2MY,20150608,99.99,54.52
B003CYKNVW,20121219,49.97,30.77
B003CYKNVW,20121221,49.97,29
B003CYKNVW,20130208,49.97,35.99
B003CYKNVW,20130601,49.97,29.99
B003CYKNVW,20130806,49.97,30.69
B003CYKNVW,20131009,49.97,30.69
B003CYKNVW,20131009,,30.69
B003CYKNVW,20140304,39.97,30.69
B003CYKNVW,20140827,97.24,30.69
B003CYKNVW,20140924,74.95,30.69
B003CYKNVW,20140929,89.58,30.69
B003CYKNVW,20140929,74.95,30.69
B003CYKNVW,20140930,89.58,30.69
B003CYKNVW,20141002,86.95,30.69
B003CYKNVW,20141006,89.58,30.69
B003CYKNVW,20141014,72.67,30.69
B003CYKNVW,20141015,89.58,30.69
B003CYKNVW,20141015,72.67,30.69
B003CYKNVW,20141016,89.58,30.69
B003CYKNVW,20141017,99.82,30.69
B003CYKNVW,20141017,81.53,30.69
B003CYKNVW,20141018,89.58,30.69
B003CYKNVW,20141019,89.58,30.69
B003CYKNVW,20141019,99.82,30.69
B003CYKNVW,20141023,125,30.69
B003CYKNVW,20141026,99.82,30.69
B003CYKNVW,20141029,125,30.69
B003CYKNVW,20141030,99.82,30.69
B003CYKNVW,20141030,105,30.69
B003CYKNVW,20141104,125,30.69
B003CYKNVW,20141108,114.99,30.69
B003CYKNVW,20141115,76.44,30.69
B003CYKNVW,20141117,78.5,30.69
B003CYKNVW,20141121,74.99,30.69
B003CYKNVW,20141122,64.5,30.69
B003CYKNVW,20141129,56,30.69
B003CYKNVW,20141201,64.57,30.69
B003CYKNVW,20141203,76.44,30.69
B003CYKNVW,20141204,114.99,30.69
B003CYKNVW,20141204,114.95,30.69
B003CYKNVW,20141206,114.95,30.69
B003CYKNVW,20141207,114.99,30.69
B003CYKNVW,20141208,114.95,30.69
B003CYKNVW,20141209,114.99,30.69
B003CYKNVW,20141209,114.95,30.69
B003CYKNVW,20141219,94.68,30.69
B003CYKNVW,20150104,94.99,30.69
B003CYKNVW,20150105,64.5,30.69
B003CYKNVW,20150115,95,30.69
B003CYKNVW,20150115,94.99,30.69
B003CYKNVW,20150116,64.5,30.69
B003CYKNVW,20150119,94.99,30.69
B003CYKNVW,20150123,94.99,30.69
B003CYKNVW,20150123,95,30.69
B003CYKNVW,20150126,95,30.69
B003CYKNVW,20150127,94.99,30.69
B003CYKNVW,20150127,95,30.69
B003CYKNVW,20150127,94.99,30.69
B003CYKNVW,20150128,95,30.69
B003CYKNVW,20150129,94.99,30.69
B003CYKNVW,20150202,95,30.69
B003CYKNVW,20150202,94.99,30.69
B003CYKNVW,20150203,94.99,30.69
B003CYKNVW,20150203,95,30.69
B003CYKNVW,20150205,94.99,30.69
B003CYKNVW,20150205,95,30.69
B003CYKNVW,20150207,95,30.69
B003CYKNVW,20150207,94.99,30.69
B003CYKNVW,20150207,92.99,30.69
B003CYKNVW,20150213,94.99,30.69
B003CYKNVW,20150213,94.99,30.69
B003CYKNVW,20150213,95,30.69
B003CYKNVW,20150214,95,30.69
B003CYKNVW,20150214,94.99,30.69
B003CYKNVW,20150215,94.99,30.69
B003CYKNVW,20150215,95,30.69
B003CYKNVW,20150216,94.99,30.69
B003CYKNVW,20150216,95,30.69
B003CYKNVW,20150218,95,30.69
B003CYKNVW,20150218,94.99,30.69
B003CYKNVW,20150219,95,30.69
B003CYKNVW,20150219,94.99,30.69
B003CYKNVW,20150220,95,30.69
B003CYKNVW,20150220,94.99,30.69
B003CYKNVW,20150221,94.99,30.69
B003CYKNVW,20150221,95,30.69
B003CYKNVW,20150222,95,30.69
B003CYKNVW,20150222,94.99,30.69
B003CYKNVW,20150223,94.99,30.69
B003CYKNVW,20150223,95,30.69
B003CYKNVW,20150224,94.99,30.69
B003CYKNVW,20150224,95,30.69
B003CYKNVW,20150225,94.99,30.69
B003CYKNVW,20150225,95,30.69
B003CYKNVW,20150226,94.99,30.69
B003CYKNVW,20150226,94.95,30.69
B003CYKNVW,20150226,95,30.69
B003CYKNVW,20150227,95,30.69
B003CYKNVW,20150227,94.99,30.69
B003CYKNVW,20150228,95,30.69
B003CYKNVW,20150228,63.54,30.69
B003CYKNVW,20150301,64.71,30.69
B003CYKNVW,20150306,69.95,30.69
B003CYKNVW,20150307,95,30.69
B003CYKNVW,20150313,62.97,30.69
B003CYKNVW,20150313,49.97,30.69
B003CYKNVW,20150318,79.99,30.69
B003CYKNVW,20150319,62.5,30.69
B003CYKNVW,20150319,95,30.69
B003CYKNVW,20150319,62.97,30.69
B003CYKNVW,20150321,51,30.69
B003CYKNVW,20150323,95,30.69
B003CYKNVW,20150326,51,30.69
B003CYKNVW,20150531,53.01,30.69
B003CYKNVW,20150606,62.88,30.69
B003CYKNVW,20150608,62.88,30.69
B0040724EO,20121219,90.81,62.97
B0040724EO,20130109,90.81,65.41
B0040724EO,20130804,90.81,49.49
B0040724EO,20140111,97.46,59.79
B0040724EO,20140215,83.59,59.79
B0040724EO,20150607,89.48,119.95
B0040724EO,20150608,89.48,119.95
B0043XX87W,20121219,121.12,94.97
B0043XX87W,20121221,121.12,85
B0043XX87W,20130115,149,104.17
B0043XX87W,20130118,149,85
B0043XX87W,20130201,149,89.99
B0043XX87W,20130329,149,110
B0043XX87W,20130402,149,95
B0043XX87W,20130528,149,95.97
B0043XX87W,20130615,149,66.57
B0043XX87W,20130706,149,80.99
B0043XX87W,20130717,127.99,80.99
B0043XX87W,20130717,127.99,84.89
B0043XX87W,20130810,127.99,84.89
B0043XX87W,20130810,,84.89
B0043XX87W,20131016,,89.08
B0043XX87W,20131031,132.23,88.74
B0043XX87W,20131104,,88.74
B0043XX87W,20131104,132.23,89.08
B0043XX87W,20131107,,88.84
B0043XX87W,20131111,,88.97
B0043XX87W,20131127,135.5,89.08
B0043XX87W,20131225,144.48,70.4
B0043XX87W,20131230,144.48,72.83
B0043XX87W,20140130,135.5,72.83
B0043XX87W,20140210,136.1,72.83
B0043XX87W,20140330,145.99,72.81
B0043XX87W,20140403,135.5,72.81
B0043XX87W,20140406,145.99,72.81
B0043XX87W,20140407,145.99,72.81
B0043XX87W,20140407,135.5,72.81
B0043XX87W,20140407,135.5,72.81
B0043XX87W,20140411,140.99,72.81
B0043XX87W,20140411,140.99,66.99
B0043XX87W,20140412,152.46,66.99
B0043XX87W,20140414,152.46,66.99
B0043XX87W,20140414,140.99,66.99
B0043XX87W,20140415,140.99,66.99
B0043XX87W,20140427,127.76,66.99
B0043XX87W,20140503,135.5,58.26
B0043XX87W,20140609,135.5,62.99
B0043XX87W,20140716,148,70
B0043XX87W,20141017,135.25,70
B0043XX87W,20141017,129.99,70
B0043XX87W,20141017,135.25,70
B0043XX87W,20141114,142.22,70
B0043XX87W,20150112,123.11,82.99
B0043XX87W,20150112,123.11,70
B0043XX87W,20150212,115.05,76.69
B0043XX87W,20150311,131.95,79.99
B0043XX87W,20150504,117.99,89.95
B0043XX87W,20150519,117.99,65.99
B0043XX87W,20150608,117.99,65.99
B004443WVW,20121219,44.99,27.99
B004443WVW,20130203,44.99,34
B004443WVW,20130203,44.99,34
B004443WVW,20130224,44.99,39.2
B004443WVW,20130226,42.49,39.2
B004443WVW,20130226,42.49,33
B004443WVW,20130228,45,33
B004443WVW,20130319,45,42.18
B004443WVW,20130323,45,44.17
B004443WVW,20130324,45,45.11
B004443WVW,20130328,45,45.91
B004443WVW,20130401,45,44.11
B004443WVW,20130406,45,35.88
B004443WVW,20130422,45,41.41
B004443WVW,20130426,45,29.94
B004443WVW,20130429,45,35.63
B004443WVW,20130504,45,24.99
B004443WVW,20130508,48.45,24.99
B004443WVW,20130808,,24.99
B004443WVW,20130808,48.45,24.99
B004443WVW,20130927,,21.49
B004443WVW,20130930,,19.99
B004443WVW,20131014,44.99,36.48
B004443WVW,20131025,44.99,39.2
B004443WVW,20131109,44.99,34.59
B004443WVW,20131110,44.99,34.63
B004443WVW,20131111,44.99,35.33
B004443WVW,20131117,44.99,37.28
B004443WVW,20131122,44.99,34.47
B004443WVW,20131211,49.97,30
B004443WVW,20131225,49.97,43.04
B004443WVW,20140125,49.97,34.43
B004443WVW,20140213,48.06,34
B004443WVW,20140228,48.06,40.46
B004443WVW,20140228,48.06,33.99
B004443WVW,20140303,49.23,33.99
B004443WVW,20140312,49.23,30.35
B004443WVW,20140325,48.55,33.99
B004443WVW,20140522,46.52,33.99
B004443WVW,20140611,48.55,33.99
B004443WVW,20140703,46.99,33.99
